,latitude,longitude,updated_type,updated_subtype,hour,count
2552,41.94,-87.63,Hazard,Weather Hazards,20:00,5
2553,41.95,-87.84,Accident,Minor,03:00,2
2554,41.95,-87.76,Road Closures,Construction,13:00,2
2555,41.95,-87.76,Road Closures,Construction,19:00,1
2556,41.95,-87.74,Road Closures,Construction,23:00,1
2557,41.95,-87.73,Accident,Major,14:00,7
2558,41.95,-87.73,Accident,Minor,03:00,2
2559,41.95,-87.73,Accident,Minor,09:00,1
2560,41.95,-87.73,Accident,Minor,18:00,4
2561,41.95,-87.73,Accident,Unclassified,12:00,17
2562,41.95,-87.73,Accident,Unclassified,13:00,19
2563,41.95,-87.73,Hazard,Road Hazards,09:00,26
2564,41.95,-87.73,Hazard,Unclassified,00:00,4
2565,41.95,-87.73,Hazard,Unclassified,16:00,2
2566,41.95,-87.73,Jam,Heavy Traffic,09:00,3
2567,41.95,-87.73,Jam,Heavy Traffic,12:00,195
2568,41.95,-87.73,Jam,Heavy Traffic,13:00,183
2569,41.95,-87.73,Jam,Heavy Traffic,14:00,148
2570,41.95,-87.73,Jam,Moderate Traffic,12:00,5
2571,41.95,-87.73,Jam,Moderate Traffic,19:00,6
2572,41.95,-87.73,Jam,Moderate Traffic,20:00,8
2573,41.95,-87.73,Jam,Stand Still Traffic,09:00,4
2574,41.95,-87.73,Jam,Stand Still Traffic,11:00,74
2575,41.95,-87.73,Jam,Stand Still Traffic,12:00,246
2576,41.95,-87.73,Jam,Stand Still Traffic,13:00,311
2577,41.95,-87.73,Jam,Stand Still Traffic,14:00,148
2578,41.95,-87.73,Jam,Stand Still Traffic,15:00,146
2579,41.95,-87.73,Jam,Stand Still Traffic,16:00,98
2580,41.95,-87.73,Jam,Unclassified,00:00,29
2581,41.95,-87.73,Jam,Unclassified,12:00,60
2582,41.95,-87.73,Jam,Unclassified,15:00,37
2583,41.95,-87.73,Jam,Unclassified,20:00,46
2584,41.95,-87.73,Road Closures,Construction,14:00,1
2585,41.95,-87.73,Road Closures,Construction,16:00,1
2586,41.95,-87.72,Accident,Minor,11:00,2
2587,41.95,-87.72,Accident,Minor,13:00,4
2588,41.95,-87.72,Accident,Minor,16:00,3
2589,41.95,-87.72,Accident,Minor,22:00,8
2590,41.95,-87.72,Accident,Minor,23:00,5
2591,41.95,-87.72,Accident,Unclassified,07:00,8
2592,41.95,-87.72,Accident,Unclassified,15:00,13
2593,41.95,-87.72,Hazard,Weather Hazards,13:00,5
2594,41.95,-87.72,Jam,Heavy Traffic,12:00,252
2595,41.95,-87.72,Jam,Heavy Traffic,13:00,188
2596,41.95,-87.72,Jam,Heavy Traffic,14:00,133
2597,41.95,-87.72,Jam,Heavy Traffic,15:00,173
2598,41.95,-87.72,Jam,Heavy Traffic,16:00,148
2599,41.95,-87.72,Jam,Moderate Traffic,20:00,6
2600,41.95,-87.72,Jam,Moderate Traffic,22:00,8
2601,41.95,-87.72,Jam,Stand Still Traffic,07:00,2
2602,41.95,-87.72,Jam,Stand Still Traffic,12:00,204
2603,41.95,-87.72,Jam,Stand Still Traffic,13:00,224
2604,41.95,-87.72,Jam,Stand Still Traffic,14:00,113
2605,41.95,-87.72,Jam,Unclassified,12:00,50
2606,41.95,-87.72,Jam,Unclassified,17:00,41
2607,41.95,-87.71,Jam,Moderate Traffic,01:00,4
2608,41.95,-87.71,Jam,Moderate Traffic,04:00,3
2609,41.95,-87.71,Jam,Moderate Traffic,17:00,7
2610,41.95,-87.69,Jam,Moderate Traffic,01:00,5
2611,41.95,-87.68,Road Closures,Construction,14:00,1
2612,41.95,-87.66,Jam,Moderate Traffic,01:00,5
2613,41.95,-87.66,Road Closures,Construction,17:00,1
2614,41.95,-87.65,Jam,Moderate Traffic,02:00,6
2615,41.95,-87.65,Road Closures,Event-Related Closure,03:00,29
2616,41.95,-87.65,Road Closures,Unclassified,00:00,20
2617,41.95,-87.65,Road Closures,Unclassified,01:00,12
2618,41.95,-87.65,Road Closures,Unclassified,05:00,6
2619,41.95,-87.65,Road Closures,Unclassified,14:00,12
2620,41.95,-87.65,Road Closures,Unclassified,15:00,15
2621,41.95,-87.65,Road Closures,Unclassified,16:00,25
2622,41.95,-87.65,Road Closures,Unclassified,17:00,24
2623,41.95,-87.65,Road Closures,Unclassified,18:00,20
2624,41.95,-87.65,Road Closures,Unclassified,19:00,25
2625,41.95,-87.65,Road Closures,Unclassified,20:00,33
2626,41.95,-87.65,Road Closures,Unclassified,21:00,62
2627,41.96,-87.88,Hazard,Unclassified,17:00,5
2628,41.96,-87.78,Road Closures,Construction,13:00,1
2629,41.96,-87.76,Road Closures,Unclassified,12:00,16
2630,41.96,-87.75,Accident,Major,13:00,7
2631,41.96,-87.75,Accident,Minor,11:00,2
2632,41.96,-87.75,Accident,Minor,14:00,7
2633,41.96,-87.75,Accident,Minor,20:00,4
2634,41.96,-87.75,Hazard,Road Hazards,13:00,75
2635,41.96,-87.75,Hazard,Unclassified,12:00,3
2636,41.96,-87.75,Hazard,Unclassified,22:00,3
2637,41.96,-87.75,Jam,Heavy Traffic,12:00,158
2638,41.96,-87.75,Jam,Stand Still Traffic,11:00,69
2639,41.96,-87.75,Jam,Stand Still Traffic,12:00,151
2640,41.96,-87.75,Road Closures,Construction,11:00,1
2641,41.96,-87.75,Road Closures,Construction,20:00,1
2642,41.96,-87.75,Road Closures,Event-Related Closure,00:00,436
2643,41.96,-87.75,Road Closures,Event-Related Closure,01:00,428
2644,41.96,-87.75,Road Closures,Event-Related Closure,02:00,380
2645,41.96,-87.75,Road Closures,Event-Related Closure,03:00,382
2646,41.96,-87.75,Road Closures,Event-Related Closure,04:00,438
2647,41.96,-87.75,Road Closures,Event-Related Closure,05:00,440
2648,41.96,-87.75,Road Closures,Event-Related Closure,06:00,385
2649,41.96,-87.75,Road Closures,Event-Related Closure,07:00,376
2650,41.96,-87.75,Road Closures,Event-Related Closure,08:00,438
2651,41.96,-87.75,Road Closures,Event-Related Closure,09:00,436
2652,41.96,-87.75,Road Closures,Event-Related Closure,10:00,381
2653,41.96,-87.75,Road Closures,Event-Related Closure,11:00,375
2654,41.96,-87.75,Road Closures,Event-Related Closure,12:00,430
2655,41.96,-87.75,Road Closures,Event-Related Closure,13:00,436
2656,41.96,-87.75,Road Closures,Event-Related Closure,14:00,390
2657,41.96,-87.75,Road Closures,Event-Related Closure,15:00,386
2658,41.96,-87.75,Road Closures,Event-Related Closure,16:00,447
2659,41.96,-87.75,Road Closures,Event-Related Closure,17:00,445
2660,41.96,-87.75,Road Closures,Event-Related Closure,18:00,395
2661,41.96,-87.75,Road Closures,Event-Related Closure,19:00,399
2662,41.96,-87.75,Road Closures,Event-Related Closure,20:00,466
2663,41.96,-87.75,Road Closures,Event-Related Closure,21:00,458
2664,41.96,-87.75,Road Closures,Event-Related Closure,22:00,382
2665,41.96,-87.75,Road Closures,Event-Related Closure,23:00,378
2666,41.96,-87.75,Road Closures,Unclassified,10:00,2
2667,41.96,-87.75,Road Closures,Unclassified,11:00,8
2668,41.96,-87.75,Road Closures,Unclassified,12:00,20
2669,41.96,-87.75,Road Closures,Unclassified,13:00,22
2670,41.96,-87.75,Road Closures,Unclassified,14:00,14
2671,41.96,-87.74,Accident,Major,05:00,6
2672,41.96,-87.74,Accident,Minor,00:00,5
2673,41.96,-87.74,Accident,Minor,13:00,6
2674,41.96,-87.74,Accident,Minor,19:00,3
2675,41.96,-87.74,Accident,Minor,20:00,5
2676,41.96,-87.74,Accident,Minor,21:00,5
2677,41.96,-87.74,Accident,Minor,22:00,5
2678,41.96,-87.74,Accident,Unclassified,12:00,19
2679,41.96,-87.74,Accident,Unclassified,13:00,31
2680,41.96,-87.74,Accident,Unclassified,19:00,23
2681,41.96,-87.74,Hazard,Road Hazards,09:00,32
2682,41.96,-87.74,Hazard,Shoulder Hazards,12:00,121
2683,41.96,-87.74,Hazard,Shoulder Hazards,13:00,143
2684,41.96,-87.74,Hazard,Unclassified,01:00,4
2685,41.96,-87.74,Hazard,Weather Hazards,13:00,9
2686,41.96,-87.74,Jam,Heavy Traffic,01:00,75
2687,41.96,-87.74,Jam,Heavy Traffic,11:00,122
2688,41.96,-87.74,Jam,Heavy Traffic,12:00,248
2689,41.96,-87.74,Jam,Heavy Traffic,13:00,223
2690,41.96,-87.74,Jam,Heavy Traffic,14:00,170
2691,41.96,-87.74,Jam,Heavy Traffic,15:00,166
2692,41.96,-87.74,Jam,Heavy Traffic,16:00,145
2693,41.96,-87.74,Jam,Heavy Traffic,17:00,159
2694,41.96,-87.74,Jam,Heavy Traffic,18:00,197
2695,41.96,-87.74,Jam,Heavy Traffic,19:00,262
2696,41.96,-87.74,Jam,Heavy Traffic,20:00,308
2697,41.96,-87.74,Jam,Heavy Traffic,21:00,296
2698,41.96,-87.74,Jam,Heavy Traffic,22:00,227
2699,41.96,-87.74,Jam,Heavy Traffic,23:00,182
2700,41.96,-87.74,Jam,Moderate Traffic,01:00,5
2701,41.96,-87.74,Jam,Moderate Traffic,18:00,6
2702,41.96,-87.74,Jam,Moderate Traffic,19:00,6
2703,41.96,-87.74,Jam,Moderate Traffic,20:00,6
2704,41.96,-87.74,Jam,Stand Still Traffic,00:00,71
2705,41.96,-87.74,Jam,Stand Still Traffic,11:00,79
2706,41.96,-87.74,Jam,Stand Still Traffic,12:00,258
2707,41.96,-87.74,Jam,Stand Still Traffic,13:00,303
2708,41.96,-87.74,Jam,Stand Still Traffic,14:00,194
2709,41.96,-87.74,Jam,Stand Still Traffic,15:00,132
2710,41.96,-87.74,Jam,Stand Still Traffic,16:00,98
2711,41.96,-87.74,Jam,Stand Still Traffic,18:00,108
2712,41.96,-87.74,Jam,Stand Still Traffic,20:00,207
2713,41.96,-87.74,Jam,Unclassified,13:00,49
2714,41.96,-87.74,Jam,Unclassified,19:00,58
2715,41.96,-87.74,Jam,Unclassified,20:00,49
2716,41.96,-87.74,Road Closures,Construction,02:00,1
2717,41.96,-87.74,Road Closures,Unclassified,09:00,2
2718,41.96,-87.73,Road Closures,Unclassified,09:00,2
2719,41.96,-87.7,Road Closures,Construction,19:00,1
2720,41.96,-87.7,Road Closures,Construction,22:00,1
2721,41.96,-87.7,Road Closures,Unclassified,12:00,39
2722,41.96,-87.7,Road Closures,Unclassified,13:00,46
2723,41.96,-87.69,Jam,Moderate Traffic,04:00,2
2724,41.96,-87.69,Road Closures,Construction,12:00,1
2725,41.96,-87.69,Road Closures,Construction,16:00,1
2726,41.96,-87.69,Road Closures,Construction,19:00,1
2727,41.96,-87.69,Road Closures,Construction,20:00,1
2728,41.96,-87.69,Road Closures,Unclassified,20:00,36
2729,41.96,-87.69,Road Closures,Unclassified,21:00,28
2730,41.96,-87.69,Road Closures,Unclassified,22:00,48
2731,41.96,-87.66,Road Closures,Event-Related Closure,04:00,32
2732,41.96,-87.65,Hazard,Weather Hazards,10:00,10
2733,41.96,-87.65,Hazard,Weather Hazards,11:00,11
2734,41.96,-87.65,Hazard,Weather Hazards,12:00,12
2735,41.96,-87.65,Hazard,Weather Hazards,19:00,5
2736,41.97,-87.87,Hazard,Unclassified,21:00,3
2737,41.97,-87.84,Hazard,Unclassified,21:00,3
2738,41.97,-87.83,Hazard,Unclassified,00:00,6
2739,41.97,-87.83,Hazard,Unclassified,17:00,4
2740,41.97,-87.82,Hazard,Unclassified,00:00,5
2741,41.97,-87.82,Hazard,Unclassified,18:00,3
2742,41.97,-87.82,Hazard,Unclassified,21:00,3
2743,41.97,-87.81,Hazard,Unclassified,00:00,6
2744,41.97,-87.81,Hazard,Unclassified,01:00,12
2745,41.97,-87.81,Hazard,Unclassified,02:00,6
2746,41.97,-87.81,Hazard,Unclassified,07:00,4
2747,41.97,-87.81,Hazard,Unclassified,10:00,6
2748,41.97,-87.81,Hazard,Unclassified,12:00,4
2749,41.97,-87.81,Hazard,Unclassified,13:00,9
2750,41.97,-87.81,Hazard,Unclassified,15:00,6
2751,41.97,-87.81,Hazard,Unclassified,16:00,6
2752,41.97,-87.81,Hazard,Unclassified,18:00,8
2753,41.97,-87.81,Hazard,Unclassified,21:00,11
2754,41.97,-87.81,Hazard,Unclassified,22:00,10
2755,41.97,-87.81,Hazard,Unclassified,23:00,8
2756,41.97,-87.79,Hazard,Road Hazards,11:00,51
2757,41.97,-87.77,Accident,Major,00:00,5
2758,41.97,-87.77,Accident,Major,18:00,8
2759,41.97,-87.77,Jam,Heavy Traffic,15:00,150
2760,41.97,-87.77,Jam,Heavy Traffic,16:00,140
2761,41.97,-87.77,Jam,Heavy Traffic,17:00,176
2762,41.97,-87.77,Jam,Heavy Traffic,18:00,166
2763,41.97,-87.77,Jam,Stand Still Traffic,15:00,129
2764,41.97,-87.77,Jam,Stand Still Traffic,16:00,99
2765,41.97,-87.77,Jam,Stand Still Traffic,17:00,111
2766,41.97,-87.76,Accident,Major,11:00,7
2767,41.97,-87.76,Accident,Major,12:00,5
2768,41.97,-87.76,Accident,Major,14:00,9
2769,41.97,-87.76,Accident,Major,15:00,6
2770,41.97,-87.76,Accident,Major,16:00,11
2771,41.97,-87.76,Accident,Minor,01:00,3
2772,41.97,-87.76,Accident,Minor,05:00,2
2773,41.97,-87.76,Accident,Minor,23:00,4
2774,41.97,-87.76,Accident,Unclassified,12:00,16
2775,41.97,-87.76,Accident,Unclassified,14:00,16
2776,41.97,-87.76,Accident,Unclassified,17:00,15
2777,41.97,-87.76,Hazard,Road Hazards,08:00,19
2778,41.97,-87.76,Hazard,Road Hazards,09:00,71
2779,41.97,-87.76,Hazard,Road Hazards,22:00,80
2780,41.97,-87.76,Hazard,Weather Hazards,21:00,7
2781,41.97,-87.76,Jam,Heavy Traffic,00:00,132
2782,41.97,-87.76,Jam,Heavy Traffic,01:00,84
2783,41.97,-87.76,Jam,Heavy Traffic,02:00,35
2784,41.97,-87.76,Jam,Heavy Traffic,04:00,16
2785,41.97,-87.76,Jam,Heavy Traffic,08:00,2
2786,41.97,-87.76,Jam,Heavy Traffic,10:00,51
2787,41.97,-87.76,Jam,Heavy Traffic,11:00,123
2788,41.97,-87.76,Jam,Heavy Traffic,12:00,164
2789,41.97,-87.76,Jam,Heavy Traffic,13:00,164
2790,41.97,-87.76,Jam,Heavy Traffic,15:00,158
2791,41.97,-87.76,Jam,Heavy Traffic,16:00,190
2792,41.97,-87.76,Jam,Heavy Traffic,17:00,190
2793,41.97,-87.76,Jam,Heavy Traffic,18:00,201
2794,41.97,-87.76,Jam,Heavy Traffic,19:00,221
2795,41.97,-87.76,Jam,Heavy Traffic,20:00,201
2796,41.97,-87.76,Jam,Heavy Traffic,22:00,221
2797,41.97,-87.76,Jam,Heavy Traffic,23:00,208
2798,41.97,-87.76,Jam,Moderate Traffic,10:00,2
2799,41.97,-87.76,Jam,Moderate Traffic,16:00,4
2800,41.97,-87.76,Jam,Stand Still Traffic,00:00,109
2801,41.97,-87.76,Jam,Stand Still Traffic,01:00,42
2802,41.97,-87.76,Jam,Stand Still Traffic,10:00,25
2803,41.97,-87.76,Jam,Stand Still Traffic,11:00,107
2804,41.97,-87.76,Jam,Stand Still Traffic,12:00,216
2805,41.97,-87.76,Jam,Stand Still Traffic,14:00,161
2806,41.97,-87.76,Jam,Stand Still Traffic,15:00,162
2807,41.97,-87.76,Jam,Stand Still Traffic,16:00,127
2808,41.97,-87.76,Jam,Stand Still Traffic,17:00,141
2809,41.97,-87.76,Jam,Stand Still Traffic,18:00,180
2810,41.97,-87.76,Jam,Stand Still Traffic,19:00,182
2811,41.97,-87.76,Jam,Stand Still Traffic,20:00,200
2812,41.97,-87.76,Jam,Stand Still Traffic,23:00,197
2813,41.97,-87.76,Jam,Unclassified,01:00,20
2814,41.97,-87.76,Jam,Unclassified,02:00,18
2815,41.97,-87.76,Jam,Unclassified,10:00,21
2816,41.97,-87.76,Jam,Unclassified,14:00,34
2817,41.97,-87.76,Jam,Unclassified,16:00,43
2818,41.97,-87.76,Jam,Unclassified,17:00,47
2819,41.97,-87.76,Jam,Unclassified,18:00,53
2820,41.97,-87.76,Jam,Unclassified,22:00,50
2821,41.97,-87.75,Accident,Major,17:00,7
2822,41.97,-87.75,Accident,Minor,14:00,8
2823,41.97,-87.75,Accident,Minor,20:00,4
2824,41.97,-87.75,Accident,Unclassified,11:00,11
2825,41.97,-87.75,Accident,Unclassified,12:00,23
2826,41.97,-87.75,Accident,Unclassified,16:00,16
2827,41.97,-87.75,Accident,Unclassified,17:00,22
2828,41.97,-87.75,Accident,Unclassified,22:00,33
2829,41.97,-87.75,Hazard,Road Hazards,00:00,56
2830,41.97,-87.75,Hazard,Road Hazards,03:00,54
2831,41.97,-87.75,Hazard,Road Hazards,04:00,37
2832,41.97,-87.75,Hazard,Road Hazards,14:00,83
2833,41.97,-87.75,Hazard,Road Hazards,15:00,72
2834,41.97,-87.75,Hazard,Road Hazards,19:00,79
2835,41.97,-87.75,Hazard,Road Hazards,20:00,82
2836,41.97,-87.75,Hazard,Road Hazards,21:00,81
2837,41.97,-87.75,Hazard,Road Hazards,22:00,72
2838,41.97,-87.75,Hazard,Shoulder Hazards,00:00,133
2839,41.97,-87.75,Hazard,Shoulder Hazards,01:00,125
2840,41.97,-87.75,Hazard,Shoulder Hazards,02:00,86
2841,41.97,-87.75,Hazard,Shoulder Hazards,03:00,81
2842,41.97,-87.75,Hazard,Shoulder Hazards,08:00,26
2843,41.97,-87.75,Hazard,Shoulder Hazards,09:00,35
2844,41.97,-87.75,Hazard,Shoulder Hazards,10:00,65
2845,41.97,-87.75,Hazard,Shoulder Hazards,12:00,138
2846,41.97,-87.75,Hazard,Shoulder Hazards,13:00,135
2847,41.97,-87.75,Hazard,Shoulder Hazards,14:00,157
2848,41.97,-87.75,Hazard,Shoulder Hazards,15:00,148
2849,41.97,-87.75,Hazard,Shoulder Hazards,16:00,140
2850,41.97,-87.75,Hazard,Shoulder Hazards,17:00,156
2851,41.97,-87.75,Hazard,Shoulder Hazards,18:00,179
2852,41.97,-87.75,Hazard,Shoulder Hazards,19:00,168
2853,41.97,-87.75,Hazard,Shoulder Hazards,20:00,207
2854,41.97,-87.75,Hazard,Shoulder Hazards,21:00,256
2855,41.97,-87.75,Hazard,Shoulder Hazards,22:00,189
2856,41.97,-87.75,Hazard,Shoulder Hazards,23:00,170
2857,41.97,-87.75,Jam,Heavy Traffic,11:00,127
2858,41.97,-87.75,Jam,Heavy Traffic,12:00,236
2859,41.97,-87.75,Jam,Heavy Traffic,13:00,212
2860,41.97,-87.75,Jam,Heavy Traffic,14:00,149
2861,41.97,-87.75,Jam,Heavy Traffic,17:00,160
2862,41.97,-87.75,Jam,Moderate Traffic,00:00,7
2863,41.97,-87.75,Jam,Moderate Traffic,13:00,8
2864,41.97,-87.75,Jam,Moderate Traffic,19:00,8
2865,41.97,-87.75,Jam,Moderate Traffic,21:00,12
2866,41.97,-87.75,Jam,Moderate Traffic,23:00,7
2867,41.97,-87.75,Jam,Stand Still Traffic,00:00,83
2868,41.97,-87.75,Jam,Stand Still Traffic,11:00,96
2869,41.97,-87.75,Jam,Stand Still Traffic,12:00,227
2870,41.97,-87.75,Jam,Stand Still Traffic,13:00,229
2871,41.97,-87.75,Jam,Stand Still Traffic,14:00,140
2872,41.97,-87.75,Jam,Stand Still Traffic,15:00,107
2873,41.97,-87.75,Jam,Stand Still Traffic,18:00,108
2874,41.97,-87.75,Jam,Stand Still Traffic,19:00,156
2875,41.97,-87.75,Jam,Unclassified,11:00,39
2876,41.97,-87.75,Jam,Unclassified,12:00,53
2877,41.97,-87.75,Jam,Unclassified,13:00,45
2878,41.97,-87.75,Jam,Unclassified,14:00,36
2879,41.97,-87.75,Road Closures,Construction,14:00,1
2880,41.97,-87.75,Road Closures,Construction,19:00,1
2881,41.97,-87.75,Road Closures,Event-Related Closure,00:00,218
2882,41.97,-87.75,Road Closures,Event-Related Closure,01:00,214
2883,41.97,-87.75,Road Closures,Event-Related Closure,02:00,200
2884,41.97,-87.75,Road Closures,Event-Related Closure,03:00,182
2885,41.97,-87.75,Road Closures,Event-Related Closure,04:00,219
2886,41.97,-87.75,Road Closures,Event-Related Closure,05:00,220
2887,41.97,-87.75,Road Closures,Event-Related Closure,06:00,205
2888,41.97,-87.75,Road Closures,Event-Related Closure,07:00,181
2889,41.97,-87.75,Road Closures,Event-Related Closure,08:00,219
2890,41.97,-87.75,Road Closures,Event-Related Closure,09:00,218
2891,41.97,-87.75,Road Closures,Event-Related Closure,10:00,198
2892,41.97,-87.75,Road Closures,Event-Related Closure,11:00,180
2893,41.97,-87.75,Road Closures,Event-Related Closure,12:00,215
2894,41.97,-87.75,Road Closures,Event-Related Closure,13:00,217
2895,41.97,-87.75,Road Closures,Event-Related Closure,14:00,200
2896,41.97,-87.75,Road Closures,Event-Related Closure,15:00,182
2897,41.97,-87.75,Road Closures,Event-Related Closure,16:00,221
2898,41.97,-87.75,Road Closures,Event-Related Closure,17:00,219
2899,41.97,-87.75,Road Closures,Event-Related Closure,18:00,206
2900,41.97,-87.75,Road Closures,Event-Related Closure,19:00,187
2901,41.97,-87.75,Road Closures,Event-Related Closure,20:00,227
2902,41.97,-87.75,Road Closures,Event-Related Closure,21:00,223
2903,41.97,-87.75,Road Closures,Event-Related Closure,22:00,197
2904,41.97,-87.75,Road Closures,Event-Related Closure,23:00,184
2905,41.97,-87.75,Road Closures,Unclassified,12:00,15
2906,41.97,-87.75,Road Closures,Unclassified,13:00,30
2907,41.97,-87.74,Road Closures,Construction,12:00,1
2908,41.97,-87.74,Road Closures,Construction,20:00,1
2909,41.97,-87.74,Road Closures,Construction,21:00,2
2910,41.97,-87.73,Road Closures,Construction,12:00,2
2911,41.97,-87.73,Road Closures,Construction,13:00,2
2912,41.97,-87.73,Road Closures,Construction,20:00,1
2913,41.97,-87.73,Road Closures,Hazard-Related Closure,13:00,1
2914,41.97,-87.73,Road Closures,Unclassified,13:00,23
2915,41.97,-87.73,Road Closures,Unclassified,15:00,19
2916,41.97,-87.69,Jam,Moderate Traffic,00:00,7
2917,41.97,-87.66,Jam,Moderate Traffic,17:00,5
2918,41.97,-87.65,Hazard,Weather Hazards,16:00,4
2919,41.97,-87.65,Road Closures,Construction,01:00,1
2920,41.97,-87.65,Road Closures,Event-Related Closure,02:00,17
2921,41.97,-87.65,Road Closures,Event-Related Closure,08:00,3
2922,41.98,-87.93,Hazard,Unclassified,14:00,4
2923,41.98,-87.93,Hazard,Unclassified,15:00,7
2924,41.98,-87.93,Hazard,Unclassified,17:00,6
2925,41.98,-87.91,Hazard,Unclassified,05:00,6
2926,41.98,-87.91,Hazard,Unclassified,07:00,3
2927,41.98,-87.9,Hazard,Unclassified,07:00,5
2928,41.98,-87.89,Hazard,Unclassified,08:00,14
2929,41.98,-87.88,Hazard,Unclassified,14:00,3
2930,41.98,-87.88,Hazard,Unclassified,17:00,3
2931,41.98,-87.85,Hazard,Unclassified,14:00,3
2932,41.98,-87.84,Hazard,Unclassified,01:00,7
2933,41.98,-87.84,Hazard,Unclassified,03:00,4
2934,41.98,-87.84,Hazard,Unclassified,10:00,4
2935,41.98,-87.84,Hazard,Unclassified,18:00,10
2936,41.98,-87.84,Hazard,Unclassified,20:00,3
2937,41.98,-87.84,Hazard,Unclassified,21:00,4
2938,41.98,-87.84,Hazard,Unclassified,22:00,5
2939,41.98,-87.84,Hazard,Unclassified,23:00,6
2940,41.98,-87.83,Hazard,Unclassified,00:00,6
2941,41.98,-87.83,Hazard,Unclassified,04:00,12
2942,41.98,-87.82,Hazard,Unclassified,00:00,8
2943,41.98,-87.82,Hazard,Unclassified,01:00,8
2944,41.98,-87.82,Hazard,Unclassified,02:00,7
2945,41.98,-87.82,Hazard,Unclassified,03:00,8
2946,41.98,-87.82,Hazard,Unclassified,05:00,6
2947,41.98,-87.82,Hazard,Unclassified,06:00,4
2948,41.98,-87.82,Hazard,Unclassified,11:00,3
2949,41.98,-87.82,Hazard,Unclassified,12:00,4
2950,41.98,-87.82,Hazard,Unclassified,14:00,5
2951,41.98,-87.82,Hazard,Unclassified,15:00,6
2952,41.98,-87.82,Hazard,Unclassified,16:00,3
2953,41.98,-87.82,Hazard,Unclassified,19:00,11
2954,41.98,-87.82,Hazard,Unclassified,21:00,10
2955,41.98,-87.82,Hazard,Unclassified,22:00,8
2956,41.98,-87.82,Hazard,Unclassified,23:00,8
2957,41.98,-87.82,Jam,Heavy Traffic,09:00,5
2958,41.98,-87.82,Jam,Stand Still Traffic,08:00,2
2959,41.98,-87.81,Accident,Major,00:00,7
2960,41.98,-87.81,Accident,Minor,04:00,2
2961,41.98,-87.81,Hazard,Road Hazards,07:00,19
2962,41.98,-87.81,Hazard,Road Hazards,11:00,105
2963,41.98,-87.81,Hazard,Unclassified,00:00,4
2964,41.98,-87.81,Hazard,Unclassified,01:00,7
2965,41.98,-87.81,Hazard,Unclassified,02:00,11
2966,41.98,-87.81,Hazard,Unclassified,03:00,6
2967,41.98,-87.81,Hazard,Unclassified,04:00,6
2968,41.98,-87.81,Hazard,Unclassified,05:00,8
2969,41.98,-87.81,Hazard,Unclassified,06:00,7
2970,41.98,-87.81,Hazard,Unclassified,10:00,7
2971,41.98,-87.81,Hazard,Unclassified,12:00,5
2972,41.98,-87.81,Hazard,Unclassified,13:00,6
2973,41.98,-87.81,Hazard,Unclassified,14:00,7
2974,41.98,-87.81,Hazard,Unclassified,15:00,6
2975,41.98,-87.81,Hazard,Unclassified,17:00,16
2976,41.98,-87.81,Hazard,Unclassified,20:00,10
2977,41.98,-87.81,Hazard,Unclassified,21:00,22
2978,41.98,-87.81,Hazard,Unclassified,23:00,12
2979,41.98,-87.81,Hazard,Weather Hazards,13:00,6
2980,41.98,-87.81,Hazard,Weather Hazards,15:00,4
2981,41.98,-87.81,Jam,Heavy Traffic,23:00,172
2982,41.98,-87.81,Jam,Moderate Traffic,12:00,7
2983,41.98,-87.81,Jam,Moderate Traffic,18:00,5
2984,41.98,-87.81,Jam,Moderate Traffic,22:00,8
2985,41.98,-87.81,Jam,Moderate Traffic,23:00,7
2986,41.98,-87.81,Jam,Stand Still Traffic,08:00,2
2987,41.98,-87.81,Jam,Unclassified,01:00,20
2988,41.98,-87.81,Jam,Unclassified,05:00,4
2989,41.98,-87.81,Jam,Unclassified,19:00,51
2990,41.98,-87.8,Accident,Unclassified,10:00,13
2991,41.98,-87.8,Jam,Heavy Traffic,07:00,2
2992,41.98,-87.8,Jam,Heavy Traffic,08:00,2
2993,41.98,-87.8,Jam,Heavy Traffic,09:00,3
2994,41.98,-87.8,Jam,Moderate Traffic,12:00,7
2995,41.98,-87.8,Jam,Moderate Traffic,16:00,4
2996,41.98,-87.8,Jam,Moderate Traffic,18:00,5
2997,41.98,-87.8,Jam,Moderate Traffic,20:00,6
2998,41.98,-87.79,Accident,Major,23:00,10
2999,41.98,-87.79,Accident,Minor,00:00,4
3000,41.98,-87.79,Accident,Minor,02:00,3
3001,41.98,-87.79,Accident,Minor,22:00,5
3002,41.98,-87.79,Accident,Unclassified,00:00,15
3003,41.98,-87.79,Accident,Unclassified,13:00,18
3004,41.98,-87.79,Jam,Heavy Traffic,00:00,117
3005,41.98,-87.79,Jam,Heavy Traffic,09:00,4
3006,41.98,-87.79,Jam,Moderate Traffic,15:00,9
3007,41.98,-87.79,Jam,Moderate Traffic,17:00,10
3008,41.98,-87.79,Jam,Moderate Traffic,18:00,6
3009,41.98,-87.79,Jam,Unclassified,00:00,30
3010,41.98,-87.79,Jam,Unclassified,10:00,24
3011,41.98,-87.79,Jam,Unclassified,11:00,36
3012,41.98,-87.79,Jam,Unclassified,13:00,44
3013,41.98,-87.79,Jam,Unclassified,14:00,34
3014,41.98,-87.79,Jam,Unclassified,15:00,54
3015,41.98,-87.79,Jam,Unclassified,16:00,45
3016,41.98,-87.79,Jam,Unclassified,17:00,50
