,latitude,longitude,updated_type,updated_subtype,hour,count
0,41.65,-87.58,Accident,Minor,05:00,1
1,41.65,-87.58,Accident,Minor,07:00,2
2,41.65,-87.58,Hazard,Weather Hazards,03:00,5
3,41.65,-87.58,Hazard,Weather Hazards,06:00,2
4,41.65,-87.58,Hazard,Weather Hazards,07:00,3
5,41.65,-87.58,Hazard,Weather Hazards,09:00,4
6,41.65,-87.58,Hazard,Weather Hazards,10:00,8
7,41.65,-87.58,Hazard,Weather Hazards,11:00,9
8,41.65,-87.58,Hazard,Weather Hazards,21:00,9
9,41.65,-87.58,Hazard,Weather Hazards,23:00,3
10,41.66,-87.64,Jam,Unclassified,08:00,1
11,41.66,-87.6,Hazard,Weather Hazards,15:00,3
12,41.66,-87.59,Accident,Major,06:00,4
13,41.66,-87.59,Accident,Major,07:00,4
14,41.66,-87.59,Accident,Major,11:00,5
15,41.66,-87.59,Accident,Major,14:00,5
16,41.66,-87.59,Accident,Minor,05:00,2
17,41.66,-87.59,Accident,Minor,06:00,1
18,41.66,-87.59,Accident,Minor,07:00,1
19,41.66,-87.59,Accident,Minor,09:00,1
20,41.66,-87.59,Accident,Minor,12:00,2
21,41.66,-87.59,Accident,Minor,16:00,2
22,41.66,-87.59,Accident,Unclassified,09:00,5
23,41.66,-87.59,Hazard,Road Hazards,08:00,18
24,41.66,-87.59,Hazard,Shoulder Hazards,00:00,120
25,41.66,-87.59,Hazard,Shoulder Hazards,01:00,98
26,41.66,-87.59,Hazard,Shoulder Hazards,02:00,115
27,41.66,-87.59,Hazard,Shoulder Hazards,03:00,81
28,41.66,-87.59,Hazard,Shoulder Hazards,07:00,30
29,41.66,-87.59,Hazard,Shoulder Hazards,08:00,24
30,41.66,-87.59,Hazard,Shoulder Hazards,09:00,42
31,41.66,-87.59,Hazard,Shoulder Hazards,10:00,83
32,41.66,-87.59,Hazard,Shoulder Hazards,11:00,111
33,41.66,-87.59,Hazard,Unclassified,01:00,3
34,41.66,-87.59,Hazard,Unclassified,03:00,4
35,41.66,-87.59,Hazard,Weather Hazards,00:00,8
36,41.66,-87.59,Hazard,Weather Hazards,01:00,7
37,41.66,-87.59,Hazard,Weather Hazards,02:00,3
38,41.66,-87.59,Hazard,Weather Hazards,03:00,9
39,41.66,-87.59,Hazard,Weather Hazards,05:00,4
40,41.66,-87.59,Hazard,Weather Hazards,06:00,5
41,41.66,-87.59,Hazard,Weather Hazards,07:00,5
42,41.66,-87.59,Hazard,Weather Hazards,08:00,13
43,41.66,-87.59,Hazard,Weather Hazards,09:00,15
44,41.66,-87.59,Hazard,Weather Hazards,10:00,20
45,41.66,-87.59,Hazard,Weather Hazards,11:00,27
46,41.66,-87.59,Hazard,Weather Hazards,12:00,6
47,41.66,-87.59,Hazard,Weather Hazards,13:00,17
48,41.66,-87.59,Hazard,Weather Hazards,14:00,10
49,41.66,-87.59,Hazard,Weather Hazards,15:00,6
50,41.66,-87.59,Hazard,Weather Hazards,17:00,7
51,41.66,-87.59,Hazard,Weather Hazards,18:00,12
52,41.66,-87.59,Hazard,Weather Hazards,20:00,7
53,41.66,-87.59,Hazard,Weather Hazards,21:00,17
54,41.66,-87.59,Hazard,Weather Hazards,23:00,15
55,41.66,-87.59,Jam,Heavy Traffic,09:00,2
56,41.66,-87.59,Jam,Moderate Traffic,05:00,1
57,41.66,-87.59,Jam,Stand Still Traffic,09:00,2
58,41.66,-87.59,Road Closures,Event-Related Closure,10:00,2
59,41.66,-87.58,Accident,Minor,05:00,1
60,41.66,-87.58,Hazard,Weather Hazards,08:00,2
61,41.66,-87.58,Hazard,Weather Hazards,09:00,3
62,41.66,-87.58,Hazard,Weather Hazards,11:00,6
63,41.66,-87.56,Accident,Minor,03:00,1
64,41.66,-87.56,Accident,Minor,07:00,1
65,41.66,-87.56,Accident,Minor,11:00,1
66,41.67,-87.64,Jam,Unclassified,08:00,1
67,41.67,-87.6,Accident,Major,09:00,2
68,41.67,-87.6,Accident,Minor,04:00,1
69,41.67,-87.6,Accident,Minor,10:00,1
70,41.67,-87.6,Hazard,Shoulder Hazards,05:00,47
71,41.67,-87.6,Hazard,Shoulder Hazards,08:00,24
72,41.67,-87.6,Hazard,Shoulder Hazards,09:00,32
73,41.67,-87.6,Jam,Heavy Traffic,07:00,2
74,41.67,-87.6,Jam,Stand Still Traffic,09:00,2
75,41.67,-87.59,Accident,Minor,10:00,1
76,41.67,-87.59,Hazard,Weather Hazards,07:00,2
77,41.67,-87.59,Jam,Moderate Traffic,03:00,1
78,41.67,-87.58,Road Closures,Construction,22:00,1
79,41.68,-87.72,Hazard,Unclassified,12:00,2
80,41.68,-87.72,Hazard,Unclassified,22:00,2
81,41.68,-87.64,Jam,Unclassified,08:00,1
82,41.68,-87.6,Accident,Major,08:00,3
83,41.68,-87.6,Accident,Major,09:00,3
84,41.68,-87.6,Accident,Minor,05:00,1
85,41.68,-87.6,Accident,Minor,09:00,1
86,41.68,-87.6,Hazard,Road Hazards,08:00,17
87,41.68,-87.6,Hazard,Shoulder Hazards,06:00,31
88,41.68,-87.6,Hazard,Shoulder Hazards,07:00,37
89,41.68,-87.6,Hazard,Shoulder Hazards,09:00,33
90,41.68,-87.6,Hazard,Shoulder Hazards,11:00,102
91,41.68,-87.6,Hazard,Unclassified,22:00,2
92,41.68,-87.6,Hazard,Weather Hazards,23:00,3
93,41.68,-87.6,Jam,Heavy Traffic,08:00,1
94,41.68,-87.6,Jam,Unclassified,08:00,1
95,41.68,-87.6,Road Closures,Construction,16:00,1
96,41.69,-87.68,Road Closures,Event-Related Closure,17:00,24
97,41.69,-87.6,Accident,Major,16:00,4
98,41.69,-87.6,Accident,Minor,05:00,1
99,41.69,-87.6,Accident,Minor,12:00,2
100,41.69,-87.6,Hazard,Road Hazards,05:00,30
101,41.69,-87.6,Hazard,Road Hazards,06:00,23
102,41.69,-87.6,Hazard,Road Hazards,07:00,22
103,41.69,-87.6,Hazard,Road Hazards,08:00,20
104,41.69,-87.6,Hazard,Road Hazards,10:00,69
105,41.69,-87.6,Hazard,Unclassified,03:00,4
106,41.69,-87.6,Hazard,Weather Hazards,00:00,4
107,41.69,-87.6,Hazard,Weather Hazards,01:00,3
108,41.69,-87.6,Hazard,Weather Hazards,06:00,2
109,41.69,-87.6,Hazard,Weather Hazards,09:00,4
110,41.69,-87.6,Hazard,Weather Hazards,11:00,11
111,41.69,-87.6,Hazard,Weather Hazards,18:00,5
112,41.69,-87.6,Hazard,Weather Hazards,19:00,7
113,41.69,-87.6,Hazard,Weather Hazards,21:00,12
114,41.69,-87.6,Hazard,Weather Hazards,23:00,3
115,41.69,-87.6,Jam,Heavy Traffic,07:00,1
116,41.69,-87.6,Jam,Heavy Traffic,09:00,4
117,41.69,-87.6,Jam,Moderate Traffic,11:00,2
118,41.69,-87.6,Jam,Stand Still Traffic,05:00,9
119,41.69,-87.6,Jam,Stand Still Traffic,09:00,2
120,41.69,-87.6,Jam,Stand Still Traffic,10:00,37
121,41.69,-87.6,Jam,Unclassified,07:00,2
122,41.69,-87.6,Road Closures,Event-Related Closure,00:00,218
123,41.69,-87.6,Road Closures,Event-Related Closure,01:00,214
124,41.69,-87.6,Road Closures,Event-Related Closure,02:00,195
125,41.69,-87.6,Road Closures,Event-Related Closure,03:00,186
126,41.69,-87.6,Road Closures,Event-Related Closure,04:00,219
127,41.69,-87.6,Road Closures,Event-Related Closure,05:00,220
128,41.69,-87.6,Road Closures,Event-Related Closure,06:00,199
129,41.69,-87.6,Road Closures,Event-Related Closure,07:00,185
130,41.69,-87.6,Road Closures,Event-Related Closure,08:00,219
131,41.69,-87.6,Road Closures,Event-Related Closure,09:00,218
132,41.69,-87.6,Road Closures,Event-Related Closure,10:00,192
133,41.69,-87.6,Road Closures,Event-Related Closure,11:00,184
134,41.69,-87.6,Road Closures,Event-Related Closure,12:00,216
135,41.69,-87.6,Road Closures,Event-Related Closure,13:00,220
136,41.69,-87.6,Road Closures,Event-Related Closure,14:00,200
137,41.69,-87.6,Road Closures,Event-Related Closure,15:00,190
138,41.69,-87.6,Road Closures,Event-Related Closure,16:00,223
139,41.69,-87.6,Road Closures,Event-Related Closure,17:00,222
140,41.69,-87.6,Road Closures,Event-Related Closure,18:00,202
141,41.69,-87.6,Road Closures,Event-Related Closure,19:00,200
142,41.69,-87.6,Road Closures,Event-Related Closure,20:00,236
143,41.69,-87.6,Road Closures,Event-Related Closure,21:00,229
144,41.69,-87.6,Road Closures,Event-Related Closure,22:00,194
145,41.69,-87.6,Road Closures,Event-Related Closure,23:00,183
146,41.7,-87.72,Hazard,Unclassified,15:00,3
147,41.7,-87.68,Road Closures,Event-Related Closure,17:00,20
148,41.7,-87.6,Hazard,Weather Hazards,08:00,2
149,41.7,-87.6,Hazard,Weather Hazards,17:00,3
150,41.7,-87.6,Jam,Heavy Traffic,08:00,1
151,41.7,-87.6,Jam,Moderate Traffic,10:00,1
152,41.7,-87.6,Jam,Unclassified,09:00,2
153,41.7,-87.59,Accident,Major,08:00,3
154,41.7,-87.59,Hazard,Unclassified,11:00,3
155,41.7,-87.59,Hazard,Weather Hazards,07:00,5
156,41.7,-87.59,Hazard,Weather Hazards,08:00,3
157,41.7,-87.59,Hazard,Weather Hazards,09:00,4
158,41.7,-87.59,Jam,Heavy Traffic,05:00,10
159,41.7,-87.59,Jam,Heavy Traffic,06:00,4
160,41.7,-87.59,Jam,Heavy Traffic,10:00,69
161,41.7,-87.59,Jam,Moderate Traffic,10:00,1
162,41.7,-87.59,Jam,Stand Still Traffic,08:00,1
163,41.7,-87.59,Jam,Stand Still Traffic,10:00,18
164,41.7,-87.59,Jam,Unclassified,06:00,2
165,41.7,-87.59,Jam,Unclassified,09:00,3
166,41.71,-87.66,Road Closures,Unclassified,10:00,2
167,41.71,-87.65,Hazard,Weather Hazards,02:00,2
168,41.71,-87.64,Road Closures,Event-Related Closure,00:00,215
169,41.71,-87.64,Road Closures,Event-Related Closure,01:00,214
170,41.71,-87.64,Road Closures,Event-Related Closure,02:00,190
171,41.71,-87.64,Road Closures,Event-Related Closure,03:00,191
172,41.71,-87.64,Road Closures,Event-Related Closure,04:00,220
173,41.71,-87.64,Road Closures,Event-Related Closure,05:00,220
174,41.71,-87.64,Road Closures,Event-Related Closure,06:00,194
175,41.71,-87.64,Road Closures,Event-Related Closure,07:00,188
176,41.71,-87.64,Road Closures,Event-Related Closure,08:00,219
177,41.71,-87.64,Road Closures,Event-Related Closure,09:00,218
178,41.71,-87.64,Road Closures,Event-Related Closure,10:00,190
179,41.71,-87.64,Road Closures,Event-Related Closure,11:00,189
180,41.71,-87.64,Road Closures,Event-Related Closure,12:00,215
181,41.71,-87.64,Road Closures,Event-Related Closure,13:00,218
182,41.71,-87.64,Road Closures,Event-Related Closure,14:00,193
183,41.71,-87.64,Road Closures,Event-Related Closure,15:00,194
184,41.71,-87.64,Road Closures,Event-Related Closure,16:00,222
185,41.71,-87.64,Road Closures,Event-Related Closure,17:00,221
186,41.71,-87.64,Road Closures,Event-Related Closure,18:00,197
187,41.71,-87.64,Road Closures,Event-Related Closure,19:00,202
188,41.71,-87.64,Road Closures,Event-Related Closure,20:00,229
189,41.71,-87.64,Road Closures,Event-Related Closure,21:00,227
190,41.71,-87.64,Road Closures,Event-Related Closure,22:00,190
191,41.71,-87.64,Road Closures,Event-Related Closure,23:00,191
192,41.71,-87.64,Road Closures,Unclassified,02:00,11
193,41.71,-87.62,Jam,Moderate Traffic,23:00,4
194,41.71,-87.62,Jam,Stand Still Traffic,08:00,1
195,41.71,-87.62,Jam,Unclassified,06:00,2
196,41.71,-87.61,Accident,Major,00:00,7
197,41.71,-87.61,Accident,Major,11:00,5
198,41.71,-87.61,Accident,Major,12:00,5
199,41.71,-87.61,Accident,Major,13:00,9
200,41.71,-87.61,Accident,Major,18:00,9
201,41.71,-87.61,Accident,Minor,09:00,2
202,41.71,-87.61,Accident,Minor,12:00,2
203,41.71,-87.61,Hazard,Shoulder Hazards,01:00,103
204,41.71,-87.61,Hazard,Shoulder Hazards,02:00,94
205,41.71,-87.61,Hazard,Shoulder Hazards,05:00,38
206,41.71,-87.61,Hazard,Shoulder Hazards,06:00,31
207,41.71,-87.61,Hazard,Shoulder Hazards,07:00,35
208,41.71,-87.61,Hazard,Shoulder Hazards,08:00,43
209,41.71,-87.61,Hazard,Shoulder Hazards,09:00,36
210,41.71,-87.61,Hazard,Shoulder Hazards,10:00,95
211,41.71,-87.61,Hazard,Shoulder Hazards,11:00,88
212,41.71,-87.61,Jam,Moderate Traffic,03:00,1
213,41.71,-87.61,Jam,Moderate Traffic,15:00,4
214,41.71,-87.61,Jam,Stand Still Traffic,10:00,21
215,41.71,-87.61,Jam,Unclassified,10:00,20
216,41.71,-87.61,Road Closures,Unclassified,10:00,1
217,41.71,-87.6,Accident,Minor,18:00,3
218,41.71,-87.6,Accident,Unclassified,10:00,7
219,41.71,-87.6,Hazard,Weather Hazards,14:00,3
220,41.71,-87.6,Jam,Heavy Traffic,06:00,4
221,41.71,-87.6,Jam,Heavy Traffic,07:00,1
222,41.71,-87.6,Jam,Heavy Traffic,10:00,59
223,41.71,-87.6,Jam,Moderate Traffic,04:00,1
224,41.71,-87.6,Jam,Moderate Traffic,09:00,1
225,41.71,-87.6,Jam,Stand Still Traffic,10:00,18
226,41.71,-87.59,Accident,Major,14:00,5
227,41.71,-87.59,Accident,Minor,11:00,1
228,41.71,-87.59,Accident,Minor,12:00,2
229,41.71,-87.59,Accident,Unclassified,05:00,5
230,41.71,-87.59,Hazard,Road Hazards,11:00,52
231,41.71,-87.59,Hazard,Unclassified,11:00,3
232,41.71,-87.59,Hazard,Weather Hazards,05:00,3
233,41.71,-87.59,Hazard,Weather Hazards,07:00,10
234,41.71,-87.59,Hazard,Weather Hazards,14:00,5
235,41.71,-87.59,Hazard,Weather Hazards,22:00,4
236,41.71,-87.59,Jam,Heavy Traffic,07:00,2
237,41.71,-87.59,Jam,Stand Still Traffic,06:00,5
238,41.71,-87.58,Road Closures,Unclassified,06:00,3
239,41.71,-87.58,Road Closures,Unclassified,07:00,1
240,41.71,-87.58,Road Closures,Unclassified,09:00,1
241,41.72,-87.67,Hazard,Unclassified,22:00,2
242,41.72,-87.64,Hazard,Weather Hazards,03:00,3
243,41.72,-87.63,Accident,Major,06:00,4
244,41.72,-87.63,Jam,Moderate Traffic,11:00,5
245,41.72,-87.62,Accident,Major,09:00,3
246,41.72,-87.62,Accident,Major,11:00,5
247,41.72,-87.62,Accident,Minor,06:00,1
248,41.72,-87.62,Accident,Unclassified,02:00,9
249,41.72,-87.62,Hazard,Shoulder Hazards,04:00,55
250,41.72,-87.62,Hazard,Shoulder Hazards,08:00,28
251,41.72,-87.62,Hazard,Shoulder Hazards,10:00,64
252,41.72,-87.62,Jam,Heavy Traffic,10:00,68
253,41.72,-87.62,Jam,Moderate Traffic,10:00,1
254,41.72,-87.62,Jam,Moderate Traffic,11:00,4
255,41.72,-87.62,Jam,Moderate Traffic,16:00,3
256,41.72,-87.62,Jam,Moderate Traffic,23:00,4
257,41.72,-87.62,Jam,Unclassified,10:00,20
258,41.72,-87.6,Hazard,Unclassified,18:00,3
259,41.73,-87.62,Accident,Major,06:00,4
260,41.73,-87.62,Accident,Major,09:00,2
261,41.73,-87.62,Accident,Major,10:00,5
262,41.73,-87.62,Accident,Major,14:00,5
263,41.73,-87.62,Accident,Major,21:00,9
264,41.73,-87.62,Accident,Minor,08:00,1
265,41.73,-87.62,Accident,Minor,12:00,3
266,41.73,-87.62,Accident,Minor,13:00,4
267,41.73,-87.62,Accident,Minor,23:00,3
268,41.73,-87.62,Accident,Unclassified,07:00,7
269,41.73,-87.62,Accident,Unclassified,10:00,8
270,41.73,-87.62,Accident,Unclassified,11:00,10
271,41.73,-87.62,Hazard,Shoulder Hazards,03:00,69
272,41.73,-87.62,Hazard,Shoulder Hazards,11:00,99
273,41.73,-87.62,Hazard,Weather Hazards,03:00,3
274,41.73,-87.62,Jam,Heavy Traffic,07:00,2
275,41.73,-87.62,Jam,Heavy Traffic,10:00,82
276,41.73,-87.62,Jam,Moderate Traffic,10:00,2
277,41.73,-87.62,Jam,Moderate Traffic,11:00,4
278,41.73,-87.62,Jam,Stand Still Traffic,08:00,2
279,41.73,-87.62,Jam,Stand Still Traffic,09:00,3
280,41.73,-87.62,Jam,Unclassified,10:00,22
281,41.74,-87.66,Jam,Moderate Traffic,06:00,1
282,41.74,-87.64,Accident,Minor,04:00,1
283,41.74,-87.64,Road Closures,Unclassified,09:00,1
284,41.74,-87.63,Accident,Minor,17:00,2
285,41.74,-87.63,Hazard,Weather Hazards,19:00,5
286,41.74,-87.63,Hazard,Weather Hazards,20:00,4
287,41.74,-87.63,Jam,Moderate Traffic,03:00,1
288,41.74,-87.62,Accident,Major,07:00,4
289,41.74,-87.62,Accident,Minor,08:00,1
290,41.74,-87.62,Hazard,Unclassified,12:00,3
291,41.74,-87.62,Hazard,Weather Hazards,23:00,4
292,41.74,-87.62,Jam,Moderate Traffic,10:00,1
293,41.74,-87.62,Jam,Moderate Traffic,11:00,4
294,41.74,-87.62,Jam,Stand Still Traffic,10:00,24
295,41.74,-87.62,Jam,Unclassified,10:00,22
296,41.74,-87.62,Road Closures,Event-Related Closure,08:00,2
297,41.74,-87.62,Road Closures,Event-Related Closure,09:00,2
298,41.74,-87.58,Road Closures,Construction,18:00,1
299,41.74,-87.57,Hazard,Unclassified,18:00,3
300,41.74,-87.57,Hazard,Unclassified,21:00,2
301,41.75,-87.71,Hazard,Weather Hazards,07:00,3
302,41.75,-87.7,Jam,Unclassified,07:00,4
303,41.75,-87.7,Jam,Unclassified,08:00,2
304,41.75,-87.68,Hazard,Unclassified,18:00,6
305,41.75,-87.67,Hazard,Unclassified,19:00,12
306,41.75,-87.66,Road Closures,Unclassified,09:00,1
307,41.75,-87.65,Hazard,Unclassified,19:00,8
308,41.75,-87.65,Road Closures,Unclassified,08:00,1
309,41.75,-87.63,Accident,Major,08:00,3
310,41.75,-87.63,Hazard,Unclassified,07:00,5
311,41.75,-87.63,Hazard,Unclassified,19:00,8
312,41.75,-87.63,Jam,Unclassified,08:00,2
313,41.75,-87.62,Accident,Minor,23:00,3
314,41.75,-87.62,Jam,Heavy Traffic,08:00,2
315,41.75,-87.62,Jam,Moderate Traffic,04:00,1
316,41.75,-87.62,Jam,Moderate Traffic,10:00,1
317,41.75,-87.62,Jam,Moderate Traffic,11:00,3
318,41.75,-87.62,Jam,Moderate Traffic,15:00,4
319,41.75,-87.6,Hazard,Weather Hazards,06:00,3
320,41.75,-87.59,Accident,Minor,13:00,4
321,41.76,-87.71,Road Closures,Hazard-Related Closure,22:00,1
322,41.76,-87.63,Accident,Major,00:00,5
323,41.76,-87.63,Accident,Major,12:00,6
324,41.76,-87.63,Accident,Major,18:00,9
325,41.76,-87.63,Accident,Major,19:00,14
326,41.76,-87.63,Accident,Unclassified,00:00,17
327,41.76,-87.63,Accident,Unclassified,07:00,5
328,41.76,-87.63,Accident,Unclassified,08:00,5
329,41.76,-87.63,Accident,Unclassified,09:00,6
330,41.76,-87.63,Accident,Unclassified,18:00,17
331,41.76,-87.63,Hazard,Shoulder Hazards,06:00,30
332,41.76,-87.63,Hazard,Weather Hazards,20:00,7
333,41.76,-87.63,Jam,Moderate Traffic,10:00,1
334,41.76,-87.63,Jam,Unclassified,10:00,19
335,41.76,-87.58,Accident,Minor,16:00,2
336,41.77,-87.69,Hazard,Weather Hazards,02:00,3
337,41.77,-87.68,Road Closures,Construction,21:00,1
338,41.77,-87.68,Road Closures,Construction,23:00,1
339,41.77,-87.68,Road Closures,Hazard-Related Closure,15:00,1
340,41.77,-87.68,Road Closures,Unclassified,20:00,28
341,41.77,-87.68,Road Closures,Unclassified,22:00,28
342,41.77,-87.63,Accident,Major,05:00,8
343,41.77,-87.63,Accident,Major,07:00,10
344,41.77,-87.63,Accident,Major,08:00,7
345,41.77,-87.63,Accident,Minor,10:00,1
346,41.77,-87.63,Accident,Minor,17:00,2
347,41.77,-87.63,Hazard,Road Hazards,08:00,17
348,41.77,-87.63,Hazard,Unclassified,14:00,2
349,41.77,-87.63,Hazard,Weather Hazards,08:00,2
350,41.77,-87.63,Jam,Moderate Traffic,04:00,1
351,41.77,-87.61,Road Closures,Construction,21:00,1
352,41.77,-87.61,Road Closures,Unclassified,20:00,25
353,41.77,-87.61,Road Closures,Unclassified,21:00,31
354,41.77,-87.61,Road Closures,Unclassified,22:00,38
355,41.77,-87.58,Accident,Minor,05:00,1
356,41.78,-87.76,Hazard,Unclassified,04:00,5
357,41.78,-87.76,Hazard,Unclassified,06:00,3
358,41.78,-87.76,Hazard,Weather Hazards,23:00,3
359,41.78,-87.75,Hazard,Unclassified,04:00,6
360,41.78,-87.74,Hazard,Unclassified,06:00,7
361,41.78,-87.74,Hazard,Unclassified,07:00,3
362,41.78,-87.74,Hazard,Weather Hazards,01:00,4
363,41.78,-87.72,Accident,Minor,05:00,1
364,41.78,-87.68,Hazard,Unclassified,17:00,2
365,41.78,-87.63,Accident,Major,00:00,6
366,41.78,-87.63,Accident,Major,01:00,12
367,41.78,-87.63,Accident,Major,03:00,9
368,41.78,-87.63,Accident,Major,05:00,5
369,41.78,-87.63,Accident,Major,06:00,7
370,41.78,-87.63,Accident,Major,07:00,11
371,41.78,-87.63,Accident,Major,19:00,17
372,41.78,-87.63,Accident,Major,21:00,11
373,41.78,-87.63,Accident,Major,22:00,9
374,41.78,-87.63,Accident,Major,23:00,7
375,41.78,-87.63,Accident,Minor,00:00,4
376,41.78,-87.63,Accident,Minor,02:00,2
377,41.78,-87.63,Accident,Minor,05:00,1
378,41.78,-87.63,Accident,Minor,10:00,1
379,41.78,-87.63,Accident,Minor,22:00,3
380,41.78,-87.63,Accident,Unclassified,06:00,5
381,41.78,-87.63,Accident,Unclassified,07:00,10
382,41.78,-87.63,Accident,Unclassified,08:00,5
383,41.78,-87.63,Accident,Unclassified,09:00,10
384,41.78,-87.63,Accident,Unclassified,10:00,7
385,41.78,-87.63,Accident,Unclassified,19:00,23
386,41.78,-87.63,Hazard,Road Hazards,08:00,17
387,41.78,-87.63,Hazard,Road Hazards,10:00,39
388,41.78,-87.63,Hazard,Shoulder Hazards,09:00,31
389,41.78,-87.63,Hazard,Shoulder Hazards,19:00,179
390,41.78,-87.63,Hazard,Shoulder Hazards,20:00,195
391,41.78,-87.63,Hazard,Shoulder Hazards,21:00,189
392,41.78,-87.63,Hazard,Shoulder Hazards,22:00,202
393,41.78,-87.63,Hazard,Unclassified,11:00,5
394,41.78,-87.63,Hazard,Unclassified,12:00,3
395,41.78,-87.63,Hazard,Unclassified,13:00,4
396,41.78,-87.63,Hazard,Unclassified,23:00,4
397,41.78,-87.63,Hazard,Weather Hazards,19:00,7
398,41.78,-87.63,Hazard,Weather Hazards,20:00,5
399,41.78,-87.63,Hazard,Weather Hazards,22:00,5
400,41.78,-87.63,Jam,Moderate Traffic,03:00,1
401,41.78,-87.63,Jam,Moderate Traffic,14:00,5
402,41.78,-87.63,Jam,Stand Still Traffic,08:00,4
403,41.78,-87.58,Hazard,Weather Hazards,08:00,3
404,41.78,-87.58,Hazard,Weather Hazards,11:00,9
405,41.78,-87.57,Accident,Minor,14:00,3
406,41.79,-87.79,Hazard,Unclassified,17:00,8
407,41.79,-87.78,Accident,Minor,08:00,1
408,41.79,-87.76,Hazard,Unclassified,04:00,5
409,41.79,-87.76,Hazard,Unclassified,08:00,3
410,41.79,-87.76,Hazard,Unclassified,09:00,3
411,41.79,-87.75,Hazard,Unclassified,09:00,4
412,41.79,-87.74,Accident,Minor,03:00,2
413,41.79,-87.74,Hazard,Unclassified,08:00,6
414,41.79,-87.74,Hazard,Weather Hazards,09:00,3
415,41.79,-87.74,Jam,Moderate Traffic,03:00,1
416,41.79,-87.68,Hazard,Unclassified,18:00,3
417,41.79,-87.68,Hazard,Weather Hazards,17:00,3
418,41.79,-87.63,Accident,Major,02:00,5
419,41.79,-87.63,Accident,Major,04:00,7
420,41.79,-87.63,Accident,Major,05:00,6
421,41.79,-87.63,Accident,Major,07:00,5
422,41.79,-87.63,Accident,Major,09:00,3
423,41.79,-87.63,Accident,Major,15:00,6
424,41.79,-87.63,Accident,Major,16:00,6
425,41.79,-87.63,Accident,Major,17:00,7
426,41.79,-87.63,Accident,Major,18:00,7
427,41.79,-87.63,Accident,Major,21:00,12
428,41.79,-87.63,Accident,Major,22:00,9
429,41.79,-87.63,Accident,Major,23:00,11
430,41.79,-87.63,Accident,Minor,00:00,3
431,41.79,-87.63,Accident,Minor,03:00,2
432,41.79,-87.63,Accident,Minor,10:00,1
433,41.79,-87.63,Accident,Minor,22:00,4
434,41.79,-87.63,Accident,Minor,23:00,5
435,41.79,-87.63,Accident,Unclassified,05:00,10
436,41.79,-87.63,Accident,Unclassified,06:00,6
437,41.79,-87.63,Accident,Unclassified,09:00,5
438,41.79,-87.63,Accident,Unclassified,19:00,25
439,41.79,-87.63,Accident,Unclassified,22:00,32
440,41.79,-87.63,Accident,Unclassified,23:00,23
441,41.79,-87.63,Hazard,Shoulder Hazards,02:00,90
442,41.79,-87.63,Hazard,Shoulder Hazards,03:00,71
443,41.79,-87.63,Hazard,Shoulder Hazards,08:00,31
444,41.79,-87.63,Hazard,Shoulder Hazards,12:00,137
445,41.79,-87.63,Hazard,Shoulder Hazards,13:00,148
446,41.79,-87.63,Hazard,Shoulder Hazards,14:00,158
447,41.79,-87.63,Hazard,Shoulder Hazards,16:00,139
448,41.79,-87.63,Hazard,Shoulder Hazards,17:00,169
449,41.79,-87.63,Hazard,Shoulder Hazards,18:00,168
450,41.79,-87.63,Hazard,Shoulder Hazards,19:00,190
451,41.79,-87.63,Hazard,Shoulder Hazards,20:00,236
452,41.79,-87.63,Hazard,Shoulder Hazards,21:00,233
453,41.79,-87.63,Hazard,Shoulder Hazards,22:00,251
454,41.79,-87.63,Hazard,Shoulder Hazards,23:00,172
455,41.79,-87.63,Hazard,Unclassified,03:00,4
456,41.79,-87.63,Hazard,Unclassified,06:00,4
457,41.79,-87.63,Hazard,Unclassified,11:00,2
458,41.79,-87.63,Hazard,Unclassified,13:00,4
459,41.79,-87.63,Hazard,Weather Hazards,21:00,5
460,41.79,-87.63,Jam,Heavy Traffic,06:00,4
461,41.79,-87.63,Jam,Heavy Traffic,07:00,1
462,41.79,-87.63,Jam,Moderate Traffic,05:00,1
463,41.79,-87.63,Jam,Stand Still Traffic,07:00,4
464,41.79,-87.63,Jam,Stand Still Traffic,09:00,2
465,41.79,-87.63,Jam,Unclassified,06:00,4
466,41.79,-87.63,Jam,Unclassified,07:00,2
467,41.79,-87.6,Road Closures,Unclassified,11:00,4
468,41.79,-87.58,Accident,Minor,01:00,2
469,41.79,-87.58,Accident,Unclassified,06:00,4
470,41.79,-87.58,Jam,Moderate Traffic,02:00,2
471,41.8,-87.76,Accident,Minor,18:00,2
472,41.8,-87.66,Hazard,Road Hazards,20:00,89
473,41.8,-87.63,Accident,Major,03:00,7
474,41.8,-87.63,Accident,Major,04:00,10
475,41.8,-87.63,Accident,Major,05:00,5
476,41.8,-87.63,Accident,Major,06:00,5
477,41.8,-87.63,Accident,Minor,07:00,1
478,41.8,-87.63,Accident,Minor,08:00,1
479,41.8,-87.63,Accident,Minor,11:00,2
480,41.8,-87.63,Accident,Unclassified,07:00,7
481,41.8,-87.63,Accident,Unclassified,08:00,4
482,41.8,-87.63,Hazard,Road Hazards,09:00,21
483,41.8,-87.63,Hazard,Shoulder Hazards,00:00,153
484,41.8,-87.63,Hazard,Shoulder Hazards,01:00,96
485,41.8,-87.63,Hazard,Shoulder Hazards,06:00,31
486,41.8,-87.63,Hazard,Shoulder Hazards,08:00,28
